1,7
1,16
1,42
1,42
1,44
1,44
1,87
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
1,104
2,104
2,104
2,104
3,7
3,7
3,37
3,58
3,58
3,81
3,114
3,109
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,14
4,33
4,33
4,33
4,33
4,33
4,36
4,42
4,48
4,48
4,48
4,48
4,48
4,48
4,58
4,61
4,68
4,84
4,84
4,84
4,84
4,86
4,86
4,87
4,87
4,89
4,89
4,88
4,90
4,92
4,92
4,92
4,92
4,92
4,92
4,94
4,94
4,94
4,94
4,106
4,104
4,135
4,135
4,135
4,135
4,135
4,135
5,7
5,7
5,33
5,42
5,58
5,58
5,58
5,58
5,58
5,58
5,88
6,7
6,7
6,7
6,7
6,7
6,10
6,14
6,16
6,16
6,16
6,16
6,16
6,16
6,16
6,16
6,16
6,16
6,16
6,33
6,35
6,34
6,34
6,34
6,34
6,34
6,36
6,36
6,37
6,42
6,42
6,58
6,62
6,75
6,87
6,87
6,87
6,87
6,87
6,87
6,89
6,89
6,88
6,94
6,106
6,109
6,135
6,135
6,135
6,135
6,139
7,1
7,3
7,140
7,140
7,5
7,5
7,5
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,6
7,6
7,6
7,6
7,141
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,9
7,12
7,12
7,12
7,12
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,10
7,11
7,11
7,11
7,11
7,11
7,13
7,13
7,18
7,18
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,14
7,15
7,15
7,15
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,16
7,20
7,20
7,20
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,21
7,22
7,22
7,22
7,22
7,22
7,26
7,26
7,26
7,26
7,26
7,19
7,19
7,19
7,23
7,23
7,23
7,23
7,24
7,27
7,28
7,28
7,142
7,142
7,30
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,29
7,31
7,31
7,143
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,33
7,35
7,35
7,35
7,35
7,35
7,35
7,35
7,35
7,35
7,35
7,35
7,35
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,34
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,37
7,37
7,37
7,37
7,37
7,37
7,37
7,37
7,37
7,37
7,37
7,37
7,39
7,39
7,38
7,38
7,38
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,42
7,43
7,43
7,43
7,43
7,43
7,43
7,45
7,144
7,46
7,46
7,46
7,46
7,145
7,145
7,50
7,50
7,50
7,50
7,50
7,50
7,50
7,51
7,51
7,146
7,146
7,146
7,146
7,146
7,146
7,146
7,146
7,48
7,48
7,48
7,54
7,54
7,53
7,55
7,57
7,57
7,57
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,58
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,61
7,60
7,60
7,60
7,60
7,60
7,60
7,60
7,60
7,181
7,181
7,63
7,62
7,62
7,62
7,62
7,62
7,65
7,66
7,66
7,66
7,68
7,68
7,68
7,68
7,67
7,67
7,147
7,147
7,147
7,147
7,70
7,70
7,69
7,69
7,69
7,69
7,73
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,72
7,72
7,72
7,72
7,72
7,72
7,75
7,75
7,75
7,75
7,75
7,75
7,75
7,75
7,75
7,75
7,75
7,75
7,76
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,77
7,78
7,78
7,78
7,78
7,78
7,78
7,78
7,79
7,79
7,79
7,81
7,81
7,81
7,81
7,81
7,81
7,81
7,81
7,81
7,81
7,81
7,82
7,148
7,84
7,84
7,84
7,84
7,84
7,84
7,84
7,84
7,84
7,84
7,84
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,86
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,87
7,89
7,89
7,89
7,89
7,89
7,89
7,89
7,89
7,89
7,89
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,88
7,92
7,92
7,92
7,92
7,92
7,92
7,92
7,92
7,92
7,92
7,92
7,93
7,149
7,149
7,150
7,150
7,150
7,95
7,95
7,96
7,96
7,96
7,96
7,151
7,100
7,99
7,99
7,99
7,99
7,101
7,101
7,101
7,101
7,101
7,101
7,101
7,101
7,101
7,102
7,102
7,102
7,102
7,102
7,102
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,106
7,103
7,103
7,103
7,103
7,104
7,104
7,104
7,104
7,104
7,104
7,104
7,104
7,104
7,104
7,104
7,104
7,104
